order_id,customer_id,order_date,total_amount,payment_method
64,1289,2022-03-20,658.48,NetBanking
65,1366,2022-05-18,3230.23,UPI
66,49,2023-12-19,11625.67,COD
67,134,2022-11-10,8585.12,UPI
68,521,2022-06-29,649.07,Wallet
69,702,2022-12-18,13409.36,Card
70,1878,2024-06-05,104110.47,COD
71,897,2023-09-08,1969.56,Card
72,1489,2024-11-08,7093.52,Card
73,1456,2024-11-05,5391.09,UPI
74,38,2024-08-21,1929.57,COD
75,455,2024-10-04,66359.33,UPI
76,1424,2023-12-17,5326.87,UPI
77,8909,2024-06-26,855.78,COD
78,1520,2023-02-05,8489.61,COD
79,806,2024-12-14,4356.88,NetBanking
80,1842,2022-10-02,1594.06,NetBanking
81,3346,2024-01-31,24246.94,UPI
82,1493,2024-08-27,2914.53,COD
83,621,2023-10-26,3028.96,UPI
84,465,2023-10-21,3173.27,COD
85,1983,2023-11-07,87986.39,UPI
86,62,2022-10-08,7507.53,UPI
87,538,2023-01-18,10673.21,UPI
88,662,2023-05-14,7623.65,Card
89,2780,2022-04-09,17646.26,Card
90,1128,2023-04-06,3974.38,UPI
91,3447,2022-02-28,13242.33,UPI
92,1667,2023-09-24,8031.99,UPI
93,1179,2022-01-26,6051.08,UPI
94,5458,2022-12-12,8773.27,UPI
95,1362,2023-10-24,4917.51,Card
96,1457,2022-12-12,2496.66,Card
97,110,2022-12-05,8249.7,Card
98,777,2024-02-29,9293.25,COD
99,133,2024-12-24,6317.68,UPI
100,1996,2024-05-03,3942.67,Card
101,1889,2024-10-03,7985.51,UPI
102,572,2022-02-13,2342.55,Wallet
103,1050,2023-09-10,28700.64,COD
104,828,2024-01-08,36497.13,COD
105,1304,2024-06-02,4896.02,Card
106,6417,2023-06-12,3679.48,Card
107,3492,2024-11-02,11048.25,Card
108,955,2023-08-14,4404.44,Card
109,9834,2022-02-03,12925.08,UPI
110,1755,2023-11-09,5889.32,Card
111,774,2022-01-26,606.66,UPI
112,464,2024-09-27,4780.24,Card
113,593,2022-07-06,3047.83,COD
114,1723,2022-10-28,8386.23,Card
115,496,2023-11-27,4344.8,UPI
116,422,2024-11-03,15973.23,COD
117,1012,2022-10-09,1905.94,COD
118,538,2024-10-30,10896.85,Card
119,477,2023-12-25,7384.44,Card
120,2983,2022-03-30,33635.06,COD
121,1824,2023-12-03,14567.17,Card
122,1914,2023-10-11,9394.36,NetBanking
123,1539,2023-04-27,3580.8,Wallet
124,648,2022-01-30,33342.2,Wallet
125,1652,2022-12-23,12922.76,UPI
126,1052,2023-05-09,12908.29,UPI
127,219,2024-01-17,6895.74,UPI
128,1284,2024-10-21,11505.82,Card
129,544,2023-12-20,1599.04,Card
130,1389,2022-11-23,2003.05,UPI
131,827,2024-11-10,11828.77,UPI
132,5083,2024-04-16,4394.44,Card
133,57,2023-06-15,1197.65,Wallet
134,1465,2024-10-22,1748.45,NetBanking
135,1468,2024-05-01,11555.25,Card
136,436,2023-07-10,8692.64,Wallet
137,547,2022-01-16,824.22,COD
138,8999,2023-09-28,10962.27,UPI
139,1975,2022-04-10,8344.96,UPI
140,837,2024-11-20,1649.27,UPI
141,1777,2022-08-01,1649.58,UPI
142,1631,2023-10-31,6212.87,Card
143,1244,2024-08-19,15707.98,Wallet
144,892,2024-03-31,27827.49,Card
145,1786,2022-06-08,5094.4,Wallet
146,595,2022-08-31,30770.36,Card
147,983,2022-04-11,3921.72,Card
148,8877,2023-11-02,12605.63,Card
149,25,2023-07-30,9139.48,COD
150,235,2022-07-15,9049.15,NetBanking
151,1104,2024-11-12,6467.6,UPI
152,37,2022-07-28,39560.96,NetBanking
153,1758,2023-12-07,133004.77,Card
154,286,2024-02-05,9353.54,Card
155,899,2022-12-31,64755.89,Wallet
156,253,2023-11-29,9030.58,COD
157,1864,2023-03-31,5961.66,Wallet
158,107,2022-12-26,10784.7,Card
159,1463,2024-12-23,2791.57,COD
160,945,2023-06-23,14050.6,UPI
161,363,2023-03-15,29470.59,UPI
162,507,2023-09-22,14998.26,NetBanking
163,92,2022-04-25,76815.38,UPI
164,1378,2023-08-09,4874.87,Card
165,24,2022-11-11,69221.86,UPI
166,7292,2024-02-09,123143.98,Card
167,1097,2022-09-19,4903.06,Wallet
168,348,2022-09-03,2384.05,UPI
169,219,2024-06-06,11758.18,COD
170,1404,2024-08-09,5411.12,NetBanking
171,318,2022-09-02,3944.64,UPI
172,1221,2022-05-19,9057.35,UPI
173,1083,2024-06-18,60734.28,UPI
174,4066,2022-01-18,11342.49,Card
175,1340,2023-04-21,22551.31,NetBanking
176,684,2022-12-03,158874.69,UPI
177,1498,2023-12-30,6567.66,Card
178,1701,2024-05-06,3557.9,Wallet
179,6938,2023-04-13,8841.72,UPI
180,1332,2023-08-28,754.99,UPI
181,1646,2022-04-30,6664.5,COD
182,1823,2022-02-03,6638.28,NetBanking
183,1246,2022-09-08,3199.93,NetBanking
184,1577,2023-10-27,7205.44,Card
185,1472,2023-10-25,8627.76,UPI
186,114,2023-11-25,7135.59,UPI
187,1554,2023-08-24,2973.65,UPI
188,737,2023-02-07,5963.55,Card
189,10,2023-07-31,4363.58,NetBanking
190,1789,2024-11-26,12498.13,UPI
191,1362,2022-06-15,4562.49,COD
192,5906,2024-11-30,2491.18,UPI
193,2550,2022-03-03,8991.99,UPI
194,1585,2022-06-21,3615.62,COD
195,1681,2022-06-19,10621.44,UPI
196,6668,2023-04-29,1729.35,UPI
197,1459,2023-11-20,153603.53,Wallet
198,4998,2023-11-01,5305.89,UPI
199,195,2024-07-26,4067.57,COD
200,1398,2024-11-10,81072.01,Card
201,1390,2022-09-10,6214.75,Wallet
202,949,2024-02-05,5108.13,COD
203,109,2024-08-30,8469.05,NetBanking
204,1275,2023-01-17,2780.36,Wallet
205,1487,2023-01-21,1660.44,COD
206,470,2022-07-16,48647.36,NetBanking
207,1874,2023-05-24,48218.52,NetBanking
208,905,2023-01-31,121673.3,Wallet
209,1244,2022-09-02,72542.01,UPI
210,214,2023-05-23,4449.4,UPI
211,3510,2023-10-28,1499.87,Wallet
212,200,2022-11-17,5658.68,Card
213,894,2023-11-09,16053.24,COD
214,1505,2024-02-17,6762.72,COD
215,1440,2022-01-03,3986.7,UPI
216,562,2024-11-27,4165.8,Wallet
217,724,2024-03-29,3448.54,COD
218,625,2022-08-11,10472.64,COD
219,192,2024-10-23,187733.15,UPI
220,757,2022-05-23,124184.79,Card
221,398,2024-05-26,7809.06,UPI
222,1140,2024-05-01,10933.32,UPI
223,1935,2023-04-13,2595.15,UPI
224,1726,2022-04-26,2098.57,Card
225,1976,2024-04-06,282.32,NetBanking
226,378,2022-08-20,1359.9,UPI
227,962,2022-08-24,2434.56,UPI
228,1120,2024-11-07,4373.35,UPI
229,475,2023-06-24,2814.68,Card
230,6011,2022-06-25,5124.96,COD
231,400,2022-02-23,12503.39,Wallet
232,993,2022-11-27,93653.73,UPI
233,1092,2024-06-17,2108.58,UPI
234,1728,2023-07-30,3817.71,UPI
235,879,2023-01-06,1932.3,Card
236,16,2023-12-03,1271.35,Wallet
237,1932,2022-10-14,88770.76,Card
238,835,2024-11-06,102908.38,UPI
239,220,2024-08-26,52600.47,Card
240,7877,2024-08-30,20836.72,Card
241,1530,2024-12-28,5660.7,COD
242,915,2023-05-09,1731.37,NetBanking
243,739,2022-05-05,57118.0,COD
244,66,2022-09-17,535.6,COD
245,1219,2024-10-14,15036.73,UPI
246,1539,2024-12-10,25636.54,NetBanking
247,1807,2024-10-20,2487.18,COD
248,5145,2023-08-08,3794.32,UPI
249,1953,2024-07-13,7541.52,NetBanking
250,987,2024-12-01,1573.62,Card
251,1708,2023-06-11,542.27,Card
252,1237,2024-10-11,128765.76,UPI
253,1526,2024-10-21,8851.85,Card
254,1580,2023-10-29,2650.11,Card
255,7182,2024-01-22,4927.69,UPI
256,5445,2022-07-05,10420.73,UPI
257,23,2022-03-31,4565.1,Wallet
258,650,2024-12-11,1382.68,NetBanking
259,657,2022-08-03,7048.11,Card
260,1445,2023-12-24,34830.34,UPI
261,963,2023-03-19,31571.24,Card
262,1506,2022-05-24,6683.63,UPI
263,1265,2022-09-14,9399.5,Wallet
264,1663,2024-04-02,2514.39,UPI
265,1105,2024-10-12,2664.28,Card
266,3092,2024-11-03,752.38,NetBanking
267,144,2022-11-12,74229.12,Card
268,1362,2024-07-03,2309.52,Wallet
269,1736,2022-11-30,16973.2,UPI
270,434,2023-01-20,2220.36,Card
271,1832,2022-10-25,3190.23,UPI
272,1258,2024-01-04,4531.78,UPI
273,4649,2024-09-17,86271.04,UPI
274,1562,2024-11-06,239217.58,Card
275,543,2022-03-10,28630.86,COD
276,1651,2023-05-05,7829.8,UPI
277,1064,2023-12-26,77772.3,COD
278,9558,2023-12-11,113462.23,COD
279,1720,2022-03-28,6901.83,UPI
280,141,2022-04-16,7367.7,UPI
281,971,2023-06-10,41984.8,Wallet
282,1185,2022-10-03,9349.86,UPI
283,12,2022-07-20,1060.4,UPI
284,5830,2024-12-03,19741.84,UPI
285,1922,2023-08-14,6571.25,COD
286,1136,2024-01-02,2884.58,UPI
287,1999,2024-08-22,390.0,COD
288,9576,2022-09-15,6942.25,Card
289,4427,2022-01-08,1223.53,UPI
290,1645,2024-09-27,17226.14,Card
291,72,2023-10-06,5079.0,Card
292,1384,2024-11-01,3723.15,Card
293,3837,2022-06-20,11034.78,UPI
294,458,2023-12-12,4731.89,Card
295,82,2022-11-08,5678.28,UPI
296,573,2024-12-30,79417.95,UPI
297,625,2024-03-30,4642.73,COD
298,796,2022-11-03,2947.2,Wallet
299,597,2023-12-26,8349.58,Wallet
300,907,2023-10-11,11037.77,UPI
301,5491,2024-04-28,31442.06,COD
302,458,2024-06-28,11512.57,UPI
303,547,2024-09-12,12582.83,UPI
304,1043,2022-11-17,35415.18,UPI
305,1248,2024-10-02,5107.7,Card
306,506,2022-08-10,48953.04,Card
307,558,2022-10-22,8585.7,Card
308,1832,2023-08-22,11350.15,Card
309,627,2022-12-10,78121.33,UPI
310,1028,2024-10-31,13097.99,UPI
311,4547,2023-05-17,2604.1,UPI
312,2560,2022-10-22,766.78,Wallet
313,258,2022-11-10,9490.2,Wallet
314,551,2024-11-24,4776.31,UPI
315,1378,2023-12-08,26424.26,COD
316,854,2022-12-21,1952.4,COD
317,1574,2024-11-10,18871.79,Card
318,83,2022-11-23,13264.62,UPI
319,51,2024-09-20,7170.0,COD
320,1809,2024-11-01,258570.31,UPI
321,1012,2023-01-07,7196.8,COD
322,1643,2022-07-13,30003.39,UPI
323,8479,2024-01-02,7872.3,UPI
324,1459,2023-11-26,1594.52,NetBanking
325,1481,2022-11-02,4876.8,UPI
326,1052,2022-06-13,4919.26,Card
327,5004,2022-05-24,472.9,COD
328,1193,2024-06-03,11375.62,UPI
329,780,2023-03-28,3825.01,COD
330,3585,2023-12-18,9810.64,Card
331,1201,2022-02-07,13126.24,UPI
332,1436,2022-11-24,9809.68,UPI
333,1618,2024-02-20,9683.65,UPI
334,3257,2022-03-27,57607.73,UPI
335,845,2023-04-28,6185.39,UPI
336,113,2024-05-22,6960.62,COD
337,43,2023-10-01,53768.35,NetBanking
338,690,2023-07-20,838.04,Card
339,5667,2023-08-17,12286.63,NetBanking
340,1901,2024-10-01,4174.77,Card
341,1907,2023-05-18,13577.42,UPI
342,1184,2024-10-18,8482.78,UPI
343,225,2022-03-07,63997.65,COD
344,4963,2024-11-26,25788.73,UPI
345,818,2022-11-05,45580.51,COD
346,1460,2024-06-26,124786.56,UPI
347,926,2022-10-08,47964.34,UPI
348,709,2022-05-09,2829.19,Card
349,7196,2023-02-03,2423.76,UPI
350,1826,2024-08-21,10222.48,UPI
351,1017,2024-03-29,70331.56,COD
352,1197,2022-01-27,808.95,UPI
353,9938,2023-08-22,2093.67,UPI
354,3386,2024-07-07,4237.61,COD
355,239,2022-01-22,5969.21,UPI
356,1865,2023-12-28,3887.29,UPI
357,99,2022-04-13,7723.76,UPI
358,3614,2024-03-24,4414.44,UPI
359,9420,2023-10-19,4204.75,COD
360,1850,2022-06-01,9047.28,UPI
361,1565,2022-12-15,5165.52,COD
362,1470,2023-06-21,38295.65,UPI
363,1991,2022-08-10,7296.18,NetBanking
364,4093,2024-12-24,4582.78,Card
365,1399,2023-10-25,10944.04,UPI
366,329,2022-11-14,3362.83,UPI
367,4076,2023-11-30,5527.65,Wallet
368,198,2022-05-12,8686.06,NetBanking
369,295,2024-07-24,1803.36,UPI
370,1550,2022-11-23,10408.33,UPI
371,997,2023-02-12,37212.02,Wallet
372,6631,2022-12-01,13976.83,UPI
373,1014,2023-05-15,5965.91,COD
374,2272,2024-01-08,131755.27,Card
375,2157,2024-04-19,5449.81,NetBanking
376,233,2024-11-08,22575.79,UPI
377,578,2023-06-02,3388.15,COD
378,183,2024-12-14,6404.7,UPI
379,463,2024-08-19,58272.14,Wallet
380,605,2024-07-15,21953.85,Card
381,1298,2024-05-12,23930.9,Card
382,1697,2023-09-26,16099.2,NetBanking
383,385,2023-02-01,62198.29,UPI
384,567,2024-09-27,7406.02,Card
385,1868,2024-09-04,33196.59,NetBanking
386,748,2024-11-12,48555.76,UPI
387,821,2023-09-05,4883.77,COD
388,1262,2022-11-20,6941.7,Wallet
389,1204,2024-07-21,20956.27,UPI
390,4530,2022-12-05,60191.35,Wallet
391,1554,2024-10-11,34408.01,UPI
392,2804,2024-03-31,20434.65,UPI
393,613,2024-12-09,92.48,UPI
394,1095,2022-06-19,3352.22,Card
395,9825,2022-12-20,57998.82,NetBanking
396,1409,2024-12-26,6414.88,COD
397,612,2023-03-15,6730.55,UPI
398,1339,2024-08-05,1495.09,NetBanking
399,1307,2023-11-13,3108.03,Wallet
400,1964,2024-10-22,12253.48,Card
401,1563,2022-07-24,16900.15,Card
402,1735,2022-10-12,899.61,UPI
403,493,2024-10-26,55226.05,Card
404,817,2022-04-28,6131.56,UPI
405,1357,2023-11-27,1547.43,UPI
406,1102,2022-05-12,2959.82,UPI
407,529,2022-10-27,2977.5,Card
408,1607,2022-01-18,5558.36,NetBanking
409,695,2023-02-06,664.58,Card
410,984,2022-10-06,4603.98,Wallet
411,4938,2023-11-25,6320.63,COD
412,5138,2023-07-20,17132.36,UPI
413,1589,2022-12-13,7428.2,UPI
414,1880,2022-05-10,12735.7,Card
415,1843,2024-07-23,131121.17,Card
416,925,2023-04-12,8000.23,UPI
417,705,2022-10-26,6167.72,Card
418,8228,2024-10-24,143521.0,UPI
419,1253,2022-04-26,5830.81,Wallet
420,964,2023-02-19,7733.53,UPI
421,1096,2024-10-17,5121.42,UPI
422,1345,2024-05-09,33164.39,UPI
423,420,2022-07-30,32758.77,COD
424,641,2022-11-25,13517.05,UPI
425,206,2024-11-19,68891.96,Card
426,1998,2024-09-05,2326.05,Wallet
427,1398,2023-04-13,2758.9,Card
428,7412,2024-10-09,2271.24,UPI
429,1004,2024-03-12,13217.47,Card
430,740,2024-09-16,10628.38,NetBanking
431,1669,2023-11-29,7114.54,Card
432,9407,2024-11-05,10993.44,Card
433,806,2023-11-17,7250.07,UPI
434,672,2022-03-15,8390.35,Card
435,964,2024-06-04,2828.26,Wallet
436,3337,2022-10-14,2533.11,COD
437,8222,2024-11-16,16589.23,NetBanking
438,1565,2023-02-04,4640.6,COD
439,127,2023-04-29,121052.92,UPI
440,105,2023-06-15,33277.63,COD
441,260,2024-07-01,10569.51,NetBanking
442,1732,2023-11-25,11305.78,NetBanking
443,1161,2022-11-30,2859.0,COD
444,1534,2022-10-17,152071.27,Card
445,208,2022-10-11,6026.52,COD
446,886,2023-10-02,12497.19,UPI
447,1364,2023-11-04,18435.72,Card
448,945,2024-07-01,4989.82,NetBanking
449,1758,2022-12-13,5913.44,COD
450,1258,2023-09-22,10633.97,Card
451,643,2022-10-26,21760.98,Card
452,9418,2023-11-20,4949.45,Wallet
453,908,2022-12-17,2754.72,Wallet
454,325,2023-12-09,8726.41,Card
455,401,2023-01-24,7974.5,Card
456,1404,2023-12-26,12129.08,NetBanking
457,9926,2023-01-19,695.08,COD
458,1261,2024-02-14,10034.27,UPI
459,1353,2022-12-24,3175.34,UPI
460,419,2022-12-16,4978.3,NetBanking
461,2841,2022-10-24,59090.31,Card
462,7221,2022-11-11,89932.3,COD
463,1640,2023-05-26,18720.61,Card
464,26,2023-04-27,38216.54,COD
465,66,2023-12-16,100588.62,UPI
466,866,2024-07-14,37733.94,COD
467,1222,2022-03-24,891.36,UPI
468,176,2023-04-04,3313.3,UPI
469,1241,2023-05-30,13397.5,UPI
470,44,2022-07-15,9923.57,Wallet
471,696,2023-07-14,1661.08,COD
472,1178,2024-07-15,15000.97,COD
473,1913,2022-03-22,75583.39,UPI
474,1814,2024-11-07,5735.88,UPI
475,374,2024-11-16,33460.92,UPI
476,333,2023-03-11,68991.58,Wallet
477,1995,2024-08-04,10706.95,UPI
478,1439,2022-05-04,1368.0,COD
479,1791,2022-11-07,8182.76,Card
480,574,2022-10-28,58936.28,Card
481,755,2023-02-27,219707.44,COD
482,1912,2022-07-14,2853.61,COD
483,4826,2023-08-16,3523.36,Card
484,212,2023-06-19,6814.8,Card
485,7281,2024-10-08,49276.41,Card
486,849,2023-03-10,836.55,COD
487,1472,2024-11-07,91903.37,COD
488,7877,2024-01-23,4411.23,Card
489,763,2022-11-30,7386.23,COD
490,9912,2023-11-20,4080.0,UPI
491,269,2022-08-07,2475.05,NetBanking
492,1437,2022-10-01,3549.34,UPI
493,8422,2022-12-07,10446.65,Card
494,339,2022-06-14,68245.1,COD
495,203,2023-04-06,3122.03,Wallet
496,1137,2024-04-10,1224.61,Card
497,704,2024-12-23,14583.41,NetBanking
498,384,2024-10-22,127406.55,UPI
499,779,2022-11-15,12512.88,UPI
500,625,2022-10-26,4203.39,Card
501,9971,2024-10-04,2530.91,COD
502,852,2022-05-06,11407.04,Card
503,862,2024-07-26,9434.59,UPI
504,462,2024-11-30,16244.53,Card
505,1362,2022-03-27,7407.17,Wallet
506,9,2022-12-23,5858.06,Card
507,587,2022-11-13,3472.08,Card
508,867,2024-10-21,19868.59,UPI
509,1523,2024-10-07,7231.79,Card
510,1740,2022-01-28,22345.2,UPI
511,1138,2024-11-15,4013.3,COD
512,128,2024-04-28,11908.38,UPI
513,1863,2024-03-31,632.36,UPI
514,1344,2023-11-16,21065.28,Card
515,1537,2022-10-20,8928.43,COD
516,1232,2023-08-21,9062.71,Wallet
517,1570,2024-08-28,2997.02,UPI
518,1751,2022-11-02,6061.83,NetBanking
519,7951,2023-12-29,9601.67,UPI
520,269,2023-12-15,43010.31,Card
521,1170,2022-12-08,775.02,Wallet
522,1764,2023-03-25,3297.38,UPI
523,1396,2023-03-08,114498.6,Card
524,1868,2024-02-11,10703.38,UPI
525,5505,2022-03-12,66581.05,NetBanking
526,814,2024-07-22,6893.27,COD
527,1037,2022-11-05,113982.13,COD
528,1393,2022-09-13,6528.6,COD
529,2579,2024-12-30,16453.1,UPI
530,399,2022-10-26,7772.94,UPI
531,1131,2024-12-27,12626.2,Wallet
532,3475,2022-03-03,9254.4,UPI
533,5541,2022-01-10,23841.24,UPI
534,1983,2022-11-04,4623.79,UPI
535,298,2024-07-01,60770.51,UPI
536,1209,2023-12-08,4550.53,Card
537,1409,2023-12-05,7809.88,Card
538,285,2022-08-25,16348.42,COD
539,1531,2022-09-12,1820.81,UPI
540,6989,2023-12-09,15065.66,UPI
541,504,2022-06-16,273063.4,NetBanking
542,7255,2022-09-16,14627.87,COD
543,98,2024-10-16,4482.92,Card
544,534,2023-12-04,779.61,COD
545,1991,2023-12-04,3075.61,COD
546,65,2023-08-26,4536.58,NetBanking
547,1253,2024-05-12,4882.98,UPI
548,1757,2022-10-15,9114.93,UPI
549,1550,2024-01-08,6193.68,UPI
550,564,2023-10-23,6625.08,Card
551,353,2024-02-17,14908.59,Wallet
552,7571,2022-05-31,70725.96,Card
553,4362,2022-10-22,170253.79,Card
554,5284,2023-02-21,5997.25,NetBanking
555,1696,2024-11-07,3895.96,UPI
556,1990,2022-01-13,17731.99,Wallet
557,7,2023-12-17,5786.11,UPI
558,827,2022-11-22,40787.93,COD
559,1613,2024-08-19,9235.52,Wallet
560,1278,2023-08-30,7621.55,COD
561,1616,2024-04-12,9046.49,COD
562,1405,2023-08-21,166728.38,UPI
563,707,2022-12-10,113276.97,UPI
564,1888,2024-12-31,6247.24,NetBanking
565,1491,2022-10-10,1010.87,NetBanking
566,1381,2022-06-05,15730.21,Card
567,514,2024-06-15,11654.56,COD
568,1990,2022-04-06,12418.4,UPI
569,114,2023-12-21,51012.97,UPI
570,718,2022-07-29,336925.0,Wallet
571,129,2022-10-22,57419.4,Card
572,1481,2023-04-17,17039.24,Wallet
573,80,2022-05-16,72346.05,Card
574,810,2023-12-26,82369.72,Card
575,791,2024-04-01,39294.85,UPI
576,1456,2022-07-06,4581.42,Card
577,9123,2022-08-02,5258.27,UPI
578,9868,2022-06-05,8147.88,Card
579,4106,2022-06-03,22781.75,Card
580,9878,2022-07-02,8736.6,COD
581,231,2023-07-19,2051.32,Card
582,964,2024-04-01,4664.94,COD
583,1775,2023-09-06,46883.03,UPI
584,6142,2024-08-12,12684.42,Card
585,997,2023-10-19,2539.94,Wallet
586,834,2024-11-30,52252.46,UPI
587,1619,2024-04-07,20330.28,UPI
588,702,2022-10-18,5067.18,COD
589,142,2024-02-03,57653.46,UPI
590,309,2022-11-10,34464.16,Card
591,3467,2023-04-22,18137.13,UPI
592,1933,2022-09-13,37169.22,Wallet
593,856,2024-02-22,9477.33,UPI
594,1760,2024-12-06,13203.08,NetBanking
595,5375,2023-12-19,7237.65,Card
596,7710,2024-04-22,9797.4,Card
597,9004,2022-11-03,2388.99,UPI
598,1534,2024-04-13,7191.96,UPI
599,1663,2023-06-17,20161.69,UPI
600,1055,2022-10-27,9337.1,NetBanking
601,508,2022-12-10,2178.21,NetBanking
602,986,2023-06-21,7844.6,COD
603,1559,2024-04-19,6245.49,UPI
604,5605,2022-10-23,7394.69,UPI
605,1611,2023-06-10,2875.41,Wallet
606,1408,2022-02-25,4806.81,Wallet
607,1640,2024-10-17,27830.46,COD
608,1925,2022-01-27,3058.1,COD
609,1317,2024-09-18,5749.1,UPI
610,5861,2024-02-05,77918.02,Card
611,4701,2024-04-16,9111.07,COD
612,681,2024-06-04,12520.82,UPI
613,4486,2022-10-18,155161.56,Card
614,429,2023-05-27,4316.13,Card
615,1240,2024-10-25,91475.04,COD
616,1552,2024-02-27,7111.4,COD
617,5557,2023-08-26,4157.9,NetBanking
618,5017,2023-09-16,31846.68,UPI
619,1194,2022-10-22,33154.85,NetBanking
620,870,2024-10-13,4623.64,Wallet
621,3591,2022-10-14,1755.66,Card
622,416,2024-12-08,9707.29,Card
623,300,2022-06-21,15605.45,UPI
624,1411,2022-11-01,40962.85,COD
625,1387,2023-12-06,60102.14,COD
626,344,2022-02-21,5743.03,Wallet
627,1012,2023-04-18,1009.68,UPI
628,1981,2022-07-12,3199.44,COD
629,527,2024-10-21,5225.5,UPI
630,1180,2023-03-02,104563.1,UPI
631,996,2024-12-15,58189.1,COD
632,918,2022-08-18,15158.26,Wallet
633,389,2023-10-07,29451.56,UPI
634,1914,2024-11-26,1090.76,COD
635,1458,2024-11-18,4688.8,UPI
636,13,2022-01-23,18189.44,UPI
637,1110,2022-04-25,9698.54,NetBanking
638,436,2022-11-29,6039.91,COD
639,1454,2024-06-24,9672.47,COD
640,1949,2023-11-01,1673.77,UPI
641,1811,2023-01-08,1582.4,UPI
642,4187,2022-08-17,10240.36,UPI
643,485,2024-12-06,4012.54,UPI
644,583,2024-11-15,12213.75,Card
645,4400,2023-01-15,1425.43,Card
646,3276,2022-12-30,8460.64,Card
647,9097,2024-07-21,8437.94,COD
648,6523,2023-10-13,6158.94,Wallet
649,1781,2023-10-08,12178.92,Wallet
650,447,2024-06-20,22510.68,UPI
651,6267,2022-01-01,71172.69,Wallet
652,1696,2023-06-29,107036.67,Wallet
653,1904,2024-10-03,4415.48,UPI
654,420,2023-12-18,3319.97,UPI
655,368,2023-08-19,57120.2,UPI
656,1557,2022-11-25,6953.8,COD
657,8079,2022-11-04,12934.41,Card
658,1242,2022-08-01,8156.08,UPI
659,1385,2023-07-01,1365.25,Card
660,89,2022-05-13,5558.28,UPI
661,1466,2023-10-28,15825.6,Wallet
662,446,2024-11-18,4445.8,NetBanking
663,751,2024-08-30,849.87,Card
664,9464,2022-09-03,62868.64,UPI
665,2800,2022-10-15,3755.55,UPI
666,2202,2023-11-19,13611.21,UPI
667,9878,2023-10-31,1272.46,UPI
668,995,2023-01-17,116582.47,Wallet
669,3894,2022-07-15,276748.01,COD
670,1372,2024-10-21,1540.42,UPI
671,739,2024-11-21,10452.23,NetBanking
672,197,2024-11-09,5475.49,COD
673,1115,2024-10-28,2139.2,UPI
674,7246,2023-03-18,4129.7,UPI
675,1029,2022-10-18,16624.45,COD
676,6926,2022-11-29,8757.58,Card
677,1941,2022-12-09,76074.25,UPI
678,3659,2024-07-31,37009.95,Wallet
679,1435,2022-04-20,15276.75,Card
680,1296,2022-06-11,4110.46,UPI
681,7615,2023-08-24,7201.55,Wallet
682,1221,2024-02-18,9967.46,COD
