order_item_id,order_id,product_id,quantity,price_at_purchase
114,37,86,5,874.28
115,37,82,2,1019.49
116,38,81,3,869.19
117,38,23,4,1888.41
118,38,37,5,611.69
119,38,32,5,1632.22
120,38,45,2,888.59
121,39,7,4,8748.45
122,39,351,2,2236.91
123,39,98,4,36692.11
124,39,76,3,14629.55
125,40,79,3,820.36
126,40,259,2,701.72
127,40,427,4,7377.95
128,41,85,4,1111.75
129,41,45,3,960.94
130,42,59,5,11255.78
131,42,30,4,1469.12
132,42,82,5,1019.31
133,43,44,4,346.45
134,43,40,2,253.27
135,43,80,2,295.76
136,44,38,3,143.03
137,44,47,1,570.84
138,45,33,2,1834.64
139,45,81,4,908.91
140,45,88,5,854.41
141,45,82,4,1233.21
142,46,32,2,1847.43
143,46,78,4,769.04
144,46,41,4,410.27
145,47,84,4,427.4
146,47,78,4,822.76
147,47,48,4,387.12
148,48,45,2,969.11
149,48,33,4,1756.4
150,48,44,4,330.64
151,49,398,1,416.07
152,49,40,1,268.24
153,49,400,4,241.73
154,50,82,4,1215.61
155,50,82,5,1059.17
156,50,33,4,1643.49
157,51,42,3,693.5
158,51,28,3,1842.3
159,52,490,5,104.89
160,53,50,3,89.38
161,53,36,3,167.57
162,53,401,4,430.8
163,53,30,2,1416.08
164,54,33,4,1839.37
165,54,28,4,1850.61
166,55,15,5,12067.28
167,55,66,4,5976.06
168,55,83,3,1886.92
169,55,315,4,331.04
170,55,67,5,5885.41
171,56,49,4,305.25
172,56,23,1,1834.21
173,56,39,3,96.73
174,57,439,2,542.9
175,57,245,2,14757.81
176,57,21,5,2573.66
177,58,34,4,1972.81
178,58,11,5,8317.2
179,59,45,3,985.21
180,59,78,2,700.92
181,60,127,3,461.18
182,60,210,1,1006.01
183,61,89,3,1832.32
184,61,87,5,266.79
185,61,88,2,832.47
186,62,63,1,25878.65
187,62,3,3,14988.53
188,63,37,2,635.21
189,63,199,4,536.64
190,63,28,5,1764.36
191,63,228,3,137.39
192,63,88,1,809.71
193,64,37,1,658.48
194,65,37,1,674.33
195,65,38,5,131.75
196,65,44,5,379.43
197,66,392,1,177.84
198,66,36,1,193.89
199,66,85,4,1099.7
200,66,33,2,1586.71
201,66,204,3,1227.24
202,67,48,4,385.26
203,67,430,1,2132.84
204,67,80,1,296.91
205,67,434,1,818.73
206,67,438,4,948.9
207,68,37,1,649.07
208,69,199,5,504.61
209,69,48,1,399.22
210,69,23,3,2076.82
211,69,45,4,916.26
212,69,47,1,591.59
213,70,75,4,13557.48
214,70,8,5,9976.11
215,71,392,3,181.22
216,71,405,1,765.18
217,71,44,2,330.36
218,72,86,4,887.45
219,72,122,2,1771.86
220,73,80,5,330.68
221,73,86,4,857.92
222,73,87,1,306.01
223,74,49,1,359.25
224,74,48,4,392.58
225,75,62,4,4007.01
226,75,23,3,1867.87
227,75,15,4,11181.92
228,76,47,2,533.51
229,76,169,3,1139.45
230,76,80,3,280.5
231,77,84,1,398.86
232,77,46,1,456.92
233,78,23,2,1810.35
234,78,38,4,146.29
235,78,86,5,856.75
236,79,46,4,433.86
237,79,39,5,98.46
238,79,82,2,1064.57
239,80,86,1,817.34
240,80,126,4,194.18
241,81,15,2,11973.72
242,81,125,1,299.5
243,82,306,4,336.51
244,82,43,3,522.83
245,83,37,2,679.76
246,83,40,4,285.39
247,83,392,3,175.96
248,84,310,3,431.41
249,84,83,1,1879.04
250,85,92,1,11549.86
251,85,11,4,8493.72
252,85,458,5,8492.33
253,86,87,5,316.41
254,86,441,3,720.14
255,86,86,3,940.84
256,86,317,2,471.27
257,87,39,3,97.47
258,87,122,5,2076.16
259,88,32,5,1524.73
260,89,47,3,567.82
261,89,28,4,1841.29
262,89,23,4,1891.54
263,89,44,3,337.16
264,90,470,2,821.43
265,90,80,2,298.45
266,90,81,2,867.31
267,91,32,3,1790.96
268,91,33,5,1573.89
269,92,40,5,264.71
270,92,33,4,1677.11
271,93,23,1,1928.19
272,93,28,2,1932.81
273,93,40,1,257.27
274,94,315,5,325.52
275,94,42,5,697.81
276,94,32,2,1828.31
277,95,45,4,989.44
278,95,210,1,959.75
279,96,38,1,126.9
280,96,33,1,1867.36
281,96,43,1,502.4
282,97,37,2,707.12
283,97,439,4,553.95
284,97,82,3,1143.52
285,97,304,2,594.55
286,98,32,5,1715.51
287,98,38,5,143.14
288,99,37,1,614.93
289,99,79,5,863.25
290,99,87,5,277.3
291,100,87,1,268.63
292,100,82,2,1028.02
293,100,49,5,323.6
294,101,46,5,490.87
295,101,216,3,113.78
296,101,45,3,924.54
297,101,46,4,467.3
298,101,219,1,547.0
299,102,46,5,468.51
300,103,29,5,4810.24
301,103,46,3,471.61
302,103,23,1,1820.91
303,103,80,5,282.74
304,104,43,2,458.4
305,104,236,3,11860.11
306,105,42,5,736.21
307,105,41,3,404.99
308,106,41,5,482.16
309,106,49,2,308.14
310,106,38,5,130.48
311,107,100,1,11048.25
312,108,86,4,776.8
313,108,394,4,286.98
314,108,38,1,149.32
315,109,23,5,2044.34
316,109,84,4,403.54
317,109,493,2,544.61
318,110,30,2,1316.17
319,110,50,1,88.46
320,110,475,4,792.13
321,111,224,1,310.44
322,111,39,3,98.74
323,112,355,4,1195.06
324,113,89,1,1889.8
325,113,48,3,386.01
326,114,402,1,657.89
327,114,81,1,960.09
328,114,349,5,1038.72
329,114,86,1,803.57
330,114,78,1,771.08
331,115,34,1,2165.2
332,115,129,4,544.9
333,116,466,2,2320.39
334,116,384,1,1084.2
335,116,89,5,2049.65
336,117,84,4,420.66
337,117,39,2,111.65
338,118,235,2,1851.64
339,118,258,1,1966.19
340,118,137,2,224.19
341,118,82,4,1194.75
342,119,23,4,1846.11
343,120,71,3,10743.97
344,120,87,5,280.63
345,121,487,1,291.59
346,121,23,1,1826.54
347,121,65,1,12449.04
348,122,50,2,87.26
349,122,41,3,468.05
350,122,216,2,111.44
351,122,81,5,834.81
352,122,290,2,1709.38
353,123,50,3,100.7
354,123,37,5,655.74
355,124,72,5,6668.44
356,125,471,1,1300.44
357,125,30,4,1543.71
358,125,45,5,899.68
359,125,49,3,316.36
360,126,37,3,622.71
361,126,33,5,1569.6
362,126,78,4,798.04
363,127,28,2,1823.93
364,127,28,2,1623.94
365,128,79,3,864.82
366,128,89,5,1747.63
367,128,36,1,173.21
368,129,84,4,399.76
369,130,48,5,400.61
370,131,21,1,2512.16
371,131,99,1,9316.61
372,132,435,4,608.07
373,132,41,4,490.54
374,133,39,3,110.64
375,133,79,1,865.73
376,134,49,5,349.69
377,135,43,5,467.01
378,135,33,5,1844.04
379,136,49,4,317.92
380,136,50,4,99.6
381,136,442,4,1066.94
382,136,45,2,972.04
383,136,81,1,810.72
384,137,78,1,824.22
385,138,79,4,906.94
386,138,78,4,821.8
387,138,30,1,1311.91
388,138,47,5,547.08
389,139,439,4,556.69
390,139,86,5,908.31
391,139,396,3,525.55
392,140,33,1,1649.27
393,141,32,1,1649.58
394,142,139,5,198.37
395,142,48,4,414.11
396,142,173,5,517.86
397,142,256,1,975.28
398,143,21,3,2378.22
399,143,6,2,4286.66
400,144,40,5,287.09
401,144,24,4,6329.71
402,144,82,1,1073.2
403,145,85,5,1018.88
404,146,19,2,15385.18
405,147,49,5,359.79
406,147,41,4,405.18
407,147,50,5,100.41
408,148,39,3,92.49
409,148,42,4,674.99
410,148,41,5,415.22
411,148,176,5,1510.42
412,149,261,4,932.88
413,149,83,2,1826.9
414,149,199,3,584.72
415,150,28,5,1809.83
416,151,28,3,1684.0
417,151,80,5,283.12
418,152,229,4,4249.4
419,152,65,2,11281.68
420,153,100,3,12015.77
421,153,85,2,1115.83
422,153,89,1,1841.4
423,153,66,1,6791.84
424,153,4,4,21523.14
425,154,87,3,281.91
426,154,33,3,1769.09
427,154,87,3,283.06
428,154,85,2,1175.68
429,155,68,2,9893.01
430,155,7,2,8777.83
431,155,90,3,9138.07
432,156,115,3,1803.91
433,156,49,2,357.65
434,156,85,3,967.85
435,157,354,4,1176.07
436,157,220,3,259.86
437,157,223,5,95.56
438,158,60,2,5392.35
439,159,82,2,1155.96
440,159,39,5,95.93
441,160,89,2,1813.98
442,160,89,2,1731.06
443,160,28,4,1740.13
444,161,41,2,413.98
445,161,32,3,1631.73
446,161,67,4,5936.86
447,162,47,3,532.82
448,162,22,5,2679.96
449,163,265,5,1073.34
450,163,69,4,4273.36
451,163,18,4,13588.81
452,164,78,5,799.57
453,164,41,2,438.51
454,165,60,5,5142.78
455,165,56,2,21753.98
456,166,6,2,4040.27
457,166,500,4,7941.55
458,166,97,2,27315.96
459,166,31,4,7166.33
460,167,41,3,446.36
461,167,33,2,1781.99
462,168,79,1,834.61
463,168,36,2,179.22
464,168,37,2,595.5
465,169,89,4,2042.8
466,169,44,3,367.28
467,169,482,3,828.38
468,170,32,3,1766.52
469,170,39,1,111.56
470,171,350,4,986.16
471,172,49,3,346.15
472,172,32,4,1715.58
473,172,291,1,721.4
474,172,137,2,217.59
475,173,84,4,400.42
476,173,160,2,15288.05
477,173,18,2,14278.25
478,174,79,4,987.96
479,174,134,1,554.09
480,174,28,2,1653.56
481,174,85,3,1176.48
482,175,95,1,22551.31
483,176,357,1,37837.97
484,176,51,4,30259.18
485,177,214,1,463.26
486,177,30,2,1462.89
487,177,266,3,824.53
488,177,485,3,235.01
489,178,436,2,1609.49
490,178,44,1,338.92
491,179,38,1,131.22
492,179,39,2,107.79
493,179,23,2,1941.86
494,179,82,4,1152.8
495,180,40,1,268.59
496,180,39,5,97.28
497,181,486,2,298.34
498,181,81,1,902.9
499,181,227,4,337.94
500,181,303,5,282.56
501,181,86,3,800.12
502,182,36,3,190.63
503,182,40,2,278.35
504,182,82,1,1084.99
505,182,81,5,884.94
506,183,228,5,133.18
507,183,36,2,190.62
508,183,36,4,171.52
509,183,47,1,539.35
510,183,49,3,309.12
511,184,32,4,1801.36
512,185,32,4,1707.87
513,185,86,2,898.14
514,186,22,1,2550.51
515,186,85,4,1146.27
516,187,36,2,166.11
517,187,80,2,291.61
518,187,259,3,686.07
519,188,85,4,1063.7
520,188,28,1,1708.75
521,189,82,2,1035.16
522,189,41,1,441.17
523,189,48,1,367.84
524,189,46,3,494.75
525,190,445,4,866.12
526,190,83,5,1806.73
527,191,41,2,419.47
528,191,403,5,744.71
529,192,40,1,251.9
530,192,310,2,386.29
531,192,40,5,293.34
532,193,133,1,204.64
533,193,298,5,1757.47
534,194,290,2,1807.81
535,195,45,5,904.45
536,195,442,5,1014.11
537,195,46,2,514.32
538,196,36,5,172.77
539,196,88,1,865.5
540,197,26,1,2454.49
541,197,379,4,3914.36
542,197,12,4,22210.86
543,197,278,5,8691.2
544,197,88,4,798.04
545,198,23,2,1830.62
546,198,28,1,1644.65
547,199,226,1,429.51
548,199,46,1,451.22
549,199,42,3,798.4
550,199,39,4,103.62
551,199,39,4,94.29
552,200,18,2,14659.2
553,200,67,2,5648.26
554,200,37,1,605.13
555,200,71,4,9962.99
556,201,41,5,425.18
557,201,86,4,896.2
558,201,50,5,100.81
559,202,40,2,259.36
560,202,37,5,590.57
561,202,48,4,409.14
562,203,88,5,926.17
563,203,40,4,262.06
564,203,125,5,285.21
565,203,30,1,1363.91
566,204,45,2,913.09
567,204,49,3,318.06
568,205,257,4,415.11
569,206,99,5,8667.67
570,206,86,1,929.69
571,206,111,1,4379.32
572,207,48,2,365.66
573,207,65,4,11871.8
574,208,358,4,14312.15
575,208,12,1,20955.73
576,208,27,2,2384.31
577,208,70,5,7740.07
578,209,250,3,10595.66
579,209,11,4,9019.62
580,209,79,5,935.31
581,210,43,3,524.46
582,210,49,2,338.19
583,210,47,4,549.91
584,211,30,1,1499.87
585,212,46,4,425.79
586,212,42,1,702.21
587,212,48,5,372.71
588,212,37,2,694.88
589,213,32,3,1706.1
590,213,47,5,504.01
591,213,32,2,1757.03
592,213,89,2,1785.94
593,213,40,5,265.79
594,214,439,1,467.44
595,214,80,5,318.61
596,214,49,1,346.02
597,214,396,5,497.56
598,214,23,1,1868.41
599,215,468,3,1328.9
600,216,86,5,833.16
601,217,314,3,173.18
602,217,42,4,732.25
603,218,32,3,1669.75
604,218,83,3,1821.13
605,219,66,2,5940.63
606,219,426,3,11947.98
607,219,475,4,889.93
608,219,57,4,27218.87
609,219,60,5,5514.55
610,220,45,2,927.19
611,220,19,5,14714.52
612,220,10,2,22492.97
613,220,35,1,3771.87
614,221,207,4,1246.36
615,221,405,1,907.85
616,221,28,1,1915.77
617,222,42,2,801.19
618,222,28,4,1841.8
619,222,349,2,981.87
620,223,88,1,929.79
621,223,41,4,416.34
622,224,33,1,1567.57
623,224,39,5,106.2
624,225,80,1,282.32
625,226,37,2,679.95
626,227,42,3,754.9
627,227,36,1,169.86
628,228,43,5,514.47
629,228,215,5,186.05
630,228,40,3,290.25
631,229,47,4,506.87
632,229,139,4,196.8
633,230,33,3,1708.32
634,231,46,4,425.96
635,231,228,3,147.29
636,231,170,3,1647.36
637,231,30,4,1353.9
638,232,5,2,11301.9
639,232,157,5,7130.07
640,232,163,3,11799.86
641,233,393,3,608.08
642,233,39,3,94.78
643,234,84,4,460.58
644,234,485,5,240.65
645,234,88,1,772.14
646,235,353,3,644.1
647,236,36,2,175.36
648,236,50,5,89.91
649,236,313,2,235.54
650,237,18,4,13676.5
651,237,70,4,8516.19
652,238,120,5,2974.74
653,238,76,4,14086.87
654,238,99,2,9566.72
655,238,44,4,362.85
656,238,21,4,2775.59
657,239,7,1,8122.16
658,239,45,5,986.72
659,239,418,1,8809.35
660,239,221,1,325.68
661,239,3,2,15204.84
662,240,108,2,8515.07
663,240,30,3,1268.86
664,241,173,3,532.98
665,241,78,1,685.95
666,241,47,4,546.78
667,241,84,3,396.23
668,242,316,1,649.06
669,242,44,3,360.77
670,243,15,1,11740.42
671,243,7,5,8302.5
672,243,389,4,966.27
673,244,38,4,133.9
674,245,471,4,1405.27
675,245,23,5,1883.13
676,246,338,2,6658.62
677,246,22,5,2463.86
678,247,46,3,440.01
679,247,44,3,389.05
680,248,81,4,948.58
681,249,42,4,692.18
682,249,205,4,1193.2
683,250,78,2,786.81
684,251,38,3,143.0
685,251,495,1,113.27
686,252,2,5,17588.52
687,252,61,2,20411.58
688,253,21,2,2676.04
689,253,82,3,1166.59
690,254,37,4,641.5
691,254,223,1,84.11
692,255,354,3,1165.86
693,255,79,1,846.13
694,255,36,3,194.66
695,256,493,3,474.62
696,256,50,1,85.71
697,256,48,2,386.19
698,256,42,5,693.94
699,256,85,4,1167.27
700,257,49,5,346.06
701,257,49,3,320.74
702,257,226,4,379.8
703,257,36,2,176.69
704,258,48,4,345.67
705,259,397,2,70.03
706,259,50,1,99.47
707,259,47,5,540.91
708,259,308,5,472.35
709,259,89,1,1742.28
710,260,33,4,1571.88
711,260,59,1,10568.9
712,260,69,4,4493.48
713,261,429,2,10294.56
714,261,44,3,352.42
715,261,73,2,4962.43
716,262,35,1,3446.31
717,262,86,4,809.33
718,263,87,2,297.4
719,263,81,5,889.39
720,263,88,5,871.55
721,264,40,3,247.47
722,264,79,2,885.99
723,265,490,2,111.15
724,265,355,2,1220.99
725,266,40,2,248.26
726,266,225,2,127.93
727,267,16,4,9394.05
728,267,25,1,2158.67
729,267,31,5,6406.23
730,267,84,4,401.02
731,267,80,3,286.34
732,268,49,4,298.12
733,268,486,4,279.26
734,269,87,3,283.14
735,269,30,5,1437.2
736,269,122,4,2011.27
737,269,46,2,446.35
738,270,47,4,555.09
739,271,228,3,132.22
740,271,81,3,931.19
741,272,50,1,91.1
742,272,33,2,1806.59
743,272,136,5,165.5
744,273,69,2,5090.51
745,273,286,3,5794.46
746,273,103,4,14676.66
747,274,64,2,8807.84
748,274,20,5,34646.56
749,274,90,5,9673.82
750,275,57,1,26754.94
751,275,256,2,937.96
752,276,85,2,1131.77
753,276,41,2,439.54
754,276,47,4,527.2
755,276,46,1,456.16
756,276,169,2,1061.11
757,277,53,1,29978.98
758,277,37,4,645.87
759,277,22,5,2551.9
760,277,482,2,850.3
761,277,19,2,15374.87
762,278,193,3,18267.89
763,278,432,4,14664.64
764,279,37,5,614.88
765,279,39,3,97.53
766,279,89,2,1767.42
767,280,352,5,1473.54
768,281,11,4,9469.86
769,281,49,5,316.94
770,281,86,3,840.22
771,282,439,3,555.5
772,282,89,4,1724.73
773,282,316,1,784.44
774,283,39,5,98.74
775,283,40,2,283.35
776,284,84,1,417.52
777,284,28,4,1851.33
778,284,28,3,1660.87
779,284,129,5,561.93
780,284,267,3,1375.58
781,285,60,1,5598.94
782,285,350,1,972.31
783,286,36,3,172.18
784,286,80,1,303.72
785,286,37,1,712.24
786,286,37,2,676.04
787,287,38,3,130.0
788,288,79,4,814.19
789,288,397,1,61.62
790,288,88,4,778.7
791,288,305,3,169.69
792,289,168,1,442.99
793,289,44,2,390.27
794,290,45,1,936.74
795,290,30,4,1365.79
796,290,88,4,857.05
797,290,46,4,504.85
798,290,83,3,1792.88
799,291,87,1,297.3
800,291,79,2,923.91
801,291,30,2,1466.94
802,292,79,2,935.48
803,292,217,1,167.23
804,292,32,1,1684.96
805,293,50,2,95.31
806,293,41,4,442.24
807,293,32,5,1519.68
808,293,36,5,199.92
809,293,50,5,95.44
810,294,86,1,862.81
811,294,85,4,967.27
812,295,45,4,945.36
813,295,393,3,632.28
814,296,60,5,5804.94
815,296,8,5,10078.65
816,297,78,3,814.12
817,297,138,1,154.95
818,297,235,1,2045.42
819,298,87,4,299.55
820,298,46,4,437.25
821,299,45,4,881.61
822,299,402,4,651.61
823,299,86,1,882.94
824,299,80,4,333.44
825,300,349,2,1015.11
826,300,178,3,620.39
827,300,176,3,1653.63
828,300,28,1,1826.69
829,300,49,1,358.8
830,301,35,5,3309.71
831,301,447,1,13334.15
832,301,48,4,389.84
833,302,133,3,193.47
834,302,50,1,98.28
835,302,28,5,1730.32
836,302,43,1,499.12
837,302,88,2,841.58
838,303,23,5,1907.1
839,303,43,1,526.49
840,303,81,3,840.28
841,304,70,2,8428.38
842,304,23,2,1890.92
843,304,292,3,3939.34
844,304,49,1,311.48
845,304,88,3,882.36
846,305,89,2,1751.49
847,305,88,2,802.36
848,306,320,3,14327.46
849,306,83,3,1990.22
850,307,45,3,962.78
851,307,436,4,1424.34
852,308,482,5,959.17
853,308,39,1,92.08
854,308,23,3,1929.29
855,308,38,5,134.87
856,309,35,4,3204.33
857,309,79,3,854.49
858,309,399,5,310.5
859,309,281,4,14760.68
860,309,43,4,536.33
861,310,83,4,2048.3
862,310,36,2,191.3
863,310,82,3,1165.05
864,310,43,2,513.52
865,311,36,4,177.61
866,311,443,3,631.22
867,312,40,1,261.98
868,312,40,2,252.4
869,313,47,5,579.68
870,313,82,5,1167.0
871,313,491,5,151.36
872,314,41,1,427.45
873,314,30,3,1449.62
874,315,67,2,6005.32
875,315,210,1,1096.14
876,315,6,3,4439.16
877,316,86,1,788.31
878,316,222,2,208.47
879,316,40,3,249.05
880,317,100,1,10552.12
881,317,28,2,1867.55
882,317,445,3,926.34
883,317,48,5,361.11
884,318,43,2,517.32
885,318,62,3,4076.66
886,319,47,5,528.89
887,319,80,1,283.6
888,319,36,3,166.15
889,319,28,2,1871.75
890,320,12,2,22412.93
891,320,51,5,26447.06
892,320,65,4,11513.82
893,320,33,5,1534.46
894,320,53,1,27781.57
895,321,28,4,1799.2
896,322,99,3,10001.13
897,323,79,5,968.29
898,323,80,3,340.73
899,323,85,2,1004.33
900,324,78,2,797.26
901,325,21,2,2438.4
902,326,28,2,1781.88
903,326,37,2,677.75
904,327,50,5,94.58
905,328,29,2,5200.55
906,328,80,3,324.84
907,329,41,2,432.46
908,329,47,5,514.75
909,329,133,2,193.17
910,330,38,4,137.98
911,330,78,4,737.98
912,330,88,5,830.62
913,330,37,3,717.9
914,331,81,1,817.74
915,331,213,5,2461.7
916,332,83,4,1981.7
917,332,87,5,288.65
918,332,41,1,439.63
919,333,46,2,426.95
920,333,33,5,1765.95
921,334,68,4,10437.83
922,334,27,3,2380.7
923,334,52,3,2904.77
924,335,45,3,929.81
925,335,88,4,848.99
926,336,347,2,1942.79
927,336,87,4,262.97
928,336,199,4,505.79
929,337,454,1,22101.47
930,337,52,2,2731.84
931,337,322,3,8734.4
932,338,405,1,838.04
933,339,89,3,1886.71
934,339,288,2,713.65
935,339,482,5,875.92
936,339,40,3,273.2
937,340,393,4,592.93
938,340,48,5,360.61
939,341,41,4,444.78
940,341,46,1,426.46
941,341,45,4,960.55
942,341,83,4,1882.41
943,342,168,5,451.87
944,342,89,2,2030.65
945,342,40,1,280.87
946,342,123,1,1881.26
947,343,8,4,9909.95
948,343,469,3,3946.0
949,343,22,5,2503.97
950,344,67,2,6246.55
951,344,15,1,13295.63
952,345,252,3,11113.0
953,345,84,4,455.97
954,345,16,1,10417.63
955,346,60,3,4952.92
956,346,92,4,12861.42
957,346,60,1,5022.16
958,346,145,4,13364.99
959,347,71,3,10238.49
960,347,28,4,1807.81
961,347,232,1,3346.32
962,347,27,3,2223.77
963,348,85,1,1176.97
964,348,32,1,1652.22
965,349,42,3,807.92
966,350,33,5,1568.72
967,350,88,3,792.96
968,351,105,2,35165.78
969,352,88,1,808.95
970,353,23,1,2093.67
971,354,38,4,137.93
972,354,265,3,1130.52
973,354,39,3,98.11
974,355,48,1,369.79
975,355,49,2,330.21
976,355,468,4,1234.75
977,356,134,4,583.26
978,356,32,1,1554.25
979,357,28,4,1647.92
980,357,87,4,283.02
981,358,82,4,1103.61
982,359,45,5,840.95
983,360,41,4,445.48
984,360,23,4,1816.34
985,361,79,5,887.55
986,361,42,1,727.77
987,362,31,3,6813.28
988,362,76,1,15017.49
989,362,41,5,406.63
990,362,40,3,268.39
991,363,80,5,316.34
992,363,36,5,192.96
993,363,82,4,1187.42
994,364,87,1,314.17
995,364,78,5,749.66
996,364,439,1,520.31
997,365,80,4,319.65
998,365,173,4,552.27
999,365,89,4,1864.09
1000,366,222,3,193.6
1001,366,355,2,1236.67
1002,366,80,1,308.69
1003,367,86,1,895.35
1004,367,474,3,1544.1
1005,368,87,4,281.54
1006,368,47,4,596.76
1007,368,28,2,1771.48
1008,368,79,2,814.95
1009,369,80,3,311.28
1010,369,36,3,171.46
1011,369,36,2,177.57
1012,370,50,5,93.1
1013,370,80,3,294.62
1014,370,85,3,1108.79
1015,370,47,5,574.12
1016,370,81,3,954.0
1017,371,25,2,2349.62
1018,371,93,2,16256.39
1019,372,79,4,884.87
1020,372,23,5,2087.47
1021,373,45,5,891.59
1022,373,48,4,376.99
1023,374,18,5,15144.11
1024,374,19,4,14008.68
1025,375,400,1,231.83
1026,375,88,1,797.58
1027,375,79,5,884.08
1028,376,26,4,2742.64
1029,376,6,3,3868.41
1030,377,48,4,364.66
1031,377,126,4,192.48
1032,377,44,3,386.53
1033,378,49,1,304.98
1034,378,32,4,1524.93
1035,379,40,5,276.02
1036,379,70,4,8400.72
1037,379,49,3,312.2
1038,379,85,4,1120.68
1039,379,29,4,4467.46
1040,380,19,1,15770.47
1041,380,299,2,3091.69
1042,381,48,5,393.97
1043,381,79,4,863.25
1044,381,83,5,1841.59
1045,381,28,5,1860.02
1046,382,73,3,5366.4
1047,383,8,5,8648.66
1048,383,35,4,3296.96
1049,383,85,5,1153.43
1050,384,49,3,333.16
1051,384,45,5,875.06
1052,384,41,4,470.73
1053,384,38,1,148.32
1054,385,53,1,30574.41
1055,385,21,1,2622.18
1056,386,4,2,22463.59
1057,386,28,2,1814.29
1058,387,83,1,1913.82
1059,387,79,1,862.67
1060,387,38,2,145.72
1061,387,28,1,1815.84
1062,388,85,4,1009.67
1063,388,47,2,499.0
1064,388,39,2,106.71
1065,388,84,4,422.9
1066,389,438,4,916.86
1067,389,89,5,1844.59
1068,389,83,4,2016.47
1069,390,399,3,290.96
1070,390,331,5,10976.09
1071,390,471,3,1479.34
1072,391,290,2,1721.48
1073,391,86,1,869.5
1074,391,67,5,6019.11
1075,392,123,5,1854.4
1076,392,32,3,1528.43
1077,392,346,4,1644.34
1078,393,50,1,92.48
1079,394,81,3,827.03
1080,394,88,1,871.13
1081,395,11,3,9101.64
1082,395,31,5,6138.78
1083,396,48,5,407.63
1084,396,30,3,1458.91
1085,397,87,2,284.44
1086,397,82,4,1092.93
1087,397,83,1,1789.95
1088,398,436,1,1405.37
1089,398,50,1,89.72
1090,399,43,3,541.48
1091,399,47,3,494.53
1092,400,37,4,709.86
1093,400,30,4,1355.08
1094,400,88,1,892.76
1095,400,42,4,775.24
1096,401,89,4,2017.65
1097,401,42,4,754.66
1098,401,89,1,2041.36
1099,401,38,1,141.31
1100,401,81,4,907.06
1101,402,440,1,899.61
1102,403,90,4,8740.08
1103,403,52,2,2778.92
1104,403,60,3,4902.63
1105,404,33,2,1541.33
1106,404,41,3,445.77
1107,404,32,1,1711.59
1108,405,43,3,515.81
1109,406,50,2,99.66
1110,406,30,2,1380.25
1111,407,435,5,595.5
1112,408,392,3,167.97
1113,408,42,3,678.39
1114,408,42,4,754.82
